feature nr: 12, importance: 0.03504
feature nr: 22, importance: 0.02604
feature nr: 40, importance: 0.02881
feature nr: 384, importance: 0.01126
feature nr: 1660, importance: 0.00347
feature nr: 2244, importance: 0.00183
feature nr: 3280, importance: 0.00354
feature nr: 5258, importance: 0.00891
feature nr: 5915, importance: 0.01239
feature nr: 9824, importance: 0.05240
feature nr: 13434, importance: 0.01640
feature nr: 56924, importance: 0.02957
feature nr: 69426, importance: 0.00869
feature nr: 95773, importance: 0.00586
feature nr: 114530, importance: 0.17003
feature nr: 127652, importance: 0.03175
feature nr: 139997, importance: 0.01329
feature nr: 178796, importance: 0.01077
feature nr: 184240, importance: 0.07004
feature nr: 185000, importance: 0.05652
feature nr: 195113, importance: 0.00389
feature nr: 204883, importance: 0.00476
feature nr: 230575, importance: 0.30740
feature nr: 237094, importance: 0.04680
feature nr: 249367, importance: 0.04057
