feature nr: 5, importance: 0.00014
feature nr: 7, importance: 0.00260
feature nr: 55, importance: 0.00560
feature nr: 74, importance: 0.00591
feature nr: 126, importance: 0.00838
feature nr: 161, importance: 0.00771
feature nr: 1884, importance: 0.00727
feature nr: 6068, importance: 0.00220
feature nr: 24187, importance: 0.04038
feature nr: 25680, importance: 0.02399
feature nr: 42173, importance: 0.00639
feature nr: 101825, importance: 0.08705
feature nr: 107835, importance: 0.01513
feature nr: 110291, importance: 0.01908
feature nr: 155371, importance: 0.04259
feature nr: 169702, importance: 0.01267
feature nr: 175047, importance: 0.02411
feature nr: 211805, importance: 0.13949
feature nr: 219992, importance: 0.10099
feature nr: 235718, importance: 0.05153
feature nr: 236118, importance: 0.04731
feature nr: 260204, importance: 0.29933
feature nr: 263880, importance: 0.00946
feature nr: 269566, importance: 0.04069
