feature nr: 348, importance: 0.00129
feature nr: 981, importance: 0.00334
feature nr: 2652, importance: 0.00177
feature nr: 4306, importance: 0.08299
feature nr: 14421, importance: 0.01066
feature nr: 41299, importance: 0.00105
feature nr: 45780, importance: 0.00200
feature nr: 60212, importance: 0.00477
feature nr: 67800, importance: 0.00940
feature nr: 103740, importance: 0.03429
feature nr: 114701, importance: 0.05795
feature nr: 135340, importance: 0.01390
feature nr: 203509, importance: 0.00182
feature nr: 216005, importance: 0.44632
feature nr: 240311, importance: 0.07688
feature nr: 242314, importance: 0.01815
feature nr: 251017, importance: 0.13652
feature nr: 256157, importance: 0.00090
feature nr: 266966, importance: 0.05711
feature nr: 276097, importance: 0.03888
