feature nr: 0, importance: 0.00053
feature nr: 1, importance: 0.00758
feature nr: 14, importance: 0.00133
feature nr: 50, importance: 0.00419
feature nr: 73, importance: 0.00916
feature nr: 114, importance: 0.01151
feature nr: 153, importance: 0.00035
feature nr: 3258, importance: 0.00105
feature nr: 4422, importance: 0.00069
feature nr: 6877, importance: 0.00498
feature nr: 9640, importance: 0.00108
feature nr: 12979, importance: 0.00094
feature nr: 13797, importance: 0.00204
feature nr: 15846, importance: 0.00012
feature nr: 20905, importance: 0.00688
feature nr: 21059, importance: 0.00034
feature nr: 28295, importance: 0.00356
feature nr: 33250, importance: 0.03711
feature nr: 33947, importance: 0.00003
feature nr: 37043, importance: 0.00242
feature nr: 40662, importance: 0.00209
feature nr: 42406, importance: 0.00727
feature nr: 69281, importance: 0.00178
feature nr: 77508, importance: 0.01666
feature nr: 79676, importance: 0.00194
feature nr: 83760, importance: 0.03726
feature nr: 85654, importance: 0.00412
feature nr: 87947, importance: 0.00584
feature nr: 95653, importance: 0.01354
feature nr: 97204, importance: 0.00260
feature nr: 108925, importance: 0.22958
feature nr: 112353, importance: 0.10862
feature nr: 114335, importance: 0.02675
feature nr: 115850, importance: 0.00851
feature nr: 122182, importance: 0.00228
feature nr: 122789, importance: 0.00724
feature nr: 126165, importance: 0.00132
feature nr: 136453, importance: 0.00325
feature nr: 138210, importance: 0.00251
feature nr: 140602, importance: 0.01186
feature nr: 147419, importance: 0.00409
feature nr: 157596, importance: 0.04276
feature nr: 158035, importance: 0.01143
feature nr: 165159, importance: 0.03191
feature nr: 165611, importance: 0.18550
feature nr: 169532, importance: 0.00489
feature nr: 178915, importance: 0.03909
feature nr: 186270, importance: 0.01762
feature nr: 192422, importance: 0.00814
feature nr: 193346, importance: 0.00860
feature nr: 215869, importance: 0.02017
feature nr: 221604, importance: 0.00048
feature nr: 222200, importance: 0.00286
feature nr: 238395, importance: 0.00515
feature nr: 247275, importance: 0.01077
feature nr: 254832, importance: 0.00586
feature nr: 257886, importance: 0.00147
feature nr: 257980, importance: 0.00267
feature nr: 258103, importance: 0.00104
feature nr: 277438, importance: 0.00463
