feature nr: 1, importance: 0.00014
feature nr: 18, importance: 0.00423
feature nr: 132, importance: 0.01411
feature nr: 175, importance: 0.00105
feature nr: 288, importance: 0.00398
feature nr: 427, importance: 0.00175
feature nr: 1015, importance: 0.00157
feature nr: 2303, importance: 0.00447
feature nr: 3235, importance: 0.00164
feature nr: 20511, importance: 0.00363
feature nr: 25239, importance: 0.00285
feature nr: 26867, importance: 0.00254
feature nr: 38290, importance: 0.00048
feature nr: 41104, importance: 0.11076
feature nr: 43149, importance: 0.02846
feature nr: 71741, importance: 0.01626
feature nr: 82124, importance: 0.05034
feature nr: 84459, importance: 0.03729
feature nr: 90239, importance: 0.02219
feature nr: 123075, importance: 0.00000
feature nr: 123782, importance: 0.00152
feature nr: 138036, importance: 0.01002
feature nr: 145649, importance: 0.00603
feature nr: 169663, importance: 0.00054
feature nr: 173639, importance: 0.07364
feature nr: 184837, importance: 0.36501
feature nr: 201651, importance: 0.00788
feature nr: 216243, importance: 0.01284
feature nr: 245321, importance: 0.00018
feature nr: 251039, importance: 0.00464
feature nr: 266881, importance: 0.02125
feature nr: 274030, importance: 0.18710
feature nr: 274862, importance: 0.00160
