feature nr: 134, importance: 0.00237
feature nr: 888, importance: 0.00055
feature nr: 6406, importance: 0.03759
feature nr: 7390, importance: 0.01082
feature nr: 8191, importance: 0.00820
feature nr: 10485, importance: 0.00752
feature nr: 15615, importance: 0.05735
feature nr: 18569, importance: 0.01040
feature nr: 20060, importance: 0.02709
feature nr: 36383, importance: 0.03453
feature nr: 40358, importance: 0.00633
feature nr: 69617, importance: 0.02657
feature nr: 96380, importance: 0.06663
feature nr: 100477, importance: 0.00891
feature nr: 123409, importance: 0.02210
feature nr: 131997, importance: 0.02451
feature nr: 176806, importance: 0.01367
feature nr: 192433, importance: 0.01723
feature nr: 198065, importance: 0.01347
feature nr: 200108, importance: 0.00257
feature nr: 201218, importance: 0.00677
feature nr: 219922, importance: 0.09033
feature nr: 233323, importance: 0.00588
feature nr: 241103, importance: 0.01058
feature nr: 244499, importance: 0.05990
feature nr: 268609, importance: 0.03559
feature nr: 272171, importance: 0.37728
feature nr: 276070, importance: 0.01527
