feature nr: 2, importance: 0.00024
feature nr: 42, importance: 0.00322
feature nr: 61, importance: 0.00243
feature nr: 267, importance: 0.00291
feature nr: 2695, importance: 0.00868
feature nr: 4003, importance: 0.00669
feature nr: 4620, importance: 0.01168
feature nr: 6934, importance: 0.01722
feature nr: 21687, importance: 0.00172
feature nr: 30285, importance: 0.01409
feature nr: 81378, importance: 0.03632
feature nr: 83429, importance: 0.18557
feature nr: 89199, importance: 0.00222
feature nr: 99974, importance: 0.01972
feature nr: 105902, importance: 0.00834
feature nr: 108631, importance: 0.04720
feature nr: 141969, importance: 0.02682
feature nr: 154975, importance: 0.34867
feature nr: 162944, importance: 0.00300
feature nr: 174941, importance: 0.00821
feature nr: 179966, importance: 0.09689
feature nr: 191610, importance: 0.04033
feature nr: 206782, importance: 0.04831
feature nr: 215152, importance: 0.00401
feature nr: 226142, importance: 0.01611
feature nr: 227925, importance: 0.00367
feature nr: 231725, importance: 0.00257
feature nr: 243951, importance: 0.00579
feature nr: 250002, importance: 0.01758
feature nr: 276242, importance: 0.00975
