feature,importances,count
254222,[2e-05],1
254223,[1e-05],1
254260,[1e-05],1
254271,[0.00026],1
254395,[6e-05],1
254415,[0.00045],1
254494,[0.0],1
254657,[0.00022],1
254823,[6e-05],1
254863,[2e-05],1
254873,[0.0002],1
254875,[0.00049],1
254914,[0.0],1
254938,[1e-05],1
255052,[0.00014],1
253373,[2e-05],1
253344,[0.0],1
253260,[0.0],1
252574,[1e-05],1
251766,[0.0],1
252008,[0.00013],1
252014,[1e-05],1
252119,[3e-05],1
252137,[0.0],1
252216,[1e-05],1
252309,[0.0],1
252331,[3e-05],1
252364,[2e-05],1
252402,[0.0],1
252619,[0.00012],1
253223,[0.00015],1
252707,[1e-05],1
252713,[1e-05],1
252869,[1e-05],1
252969,[3e-05],1
252974,[0.0002],1
252988,[7e-05],1
253101,[0.00012],1
253113,[1e-05],1
253157,[8e-05],1
253196,[0.00273],1
255221,[3e-05],1
255306,[0.0],1
251501,[2e-05],1
255314,[1e-05],1
256910,[0.00022],1
257096,[0.0],1
257097,[2e-05],1
257171,[0.00138],1
257233,[0.0],1
257422,[1e-05],1
257435,[0.00031],1
257556,[2e-05],1
257574,[0.0],1
257799,[0.00109],1
257846,[5e-05],1
257867,[1e-05],1
257928,[2e-05],1
257956,[0.00061],1
258068,[1e-05],1
258142,[3e-05],1
258559,[2e-05],1
258632,[3e-05],1
258720,[0.0],1
258725,[2e-05],1
258952,[3e-05],1
259089,[0.00043],1
259184,[0.00021],1
256689,[2e-05],1
256543,[1e-05],1
256494,[3e-05],1
255817,[1e-05],1
255419,[2e-05],1
255472,[0.0],1
255473,[0.00188],1
255544,[0.00031],1
255555,[0.0],1
255566,[2e-05],1
255641,[1e-05],1
255663,[7e-05],1
255739,[0.0],1
255779,[2e-05],1
255905,[0.00021],1
256473,[1e-05],1
255972,[1e-05],1
255997,[0.0],1
256000,[1e-05],1
256070,[0.00083],1
256098,[3e-05],1
256149,[0.00012],1
256387,[1e-05],1
256404,[3e-05],1
256439,[0.00077],1
256441,[0.00081],1
251748,[2e-05],1
251461,[1e-05],1
259313,[0.00011],1
247471,[1e-05],1
246000,[0.00411],1
246083,[5e-05],1
246103,[2e-05],1
246149,[1e-05],1
246488,[0.00175],1
246531,[0.0],1
246643,[0.0],1
246673,[1e-05],1
246750,[0.0],1
246841,[1e-05],1
246848,[1e-05],1
246860,[1e-05],1
246930,[3e-05],1
246940,[0.00011],1
246978,[5e-05],1
247040,[2e-05],1
247137,[0.0],1
247149,[0.0],1
247160,[0.0],1
247240,[0.00016],1
247292,[3e-05],1
247375,[2e-05],1
247403,[7e-05],1
245992,[2e-05],1
245742,[2e-05],1
245534,[1e-05],1
244582,[1e-05],1
244133,[0.0],1
244259,[0.0],1
244293,[1e-05],1
244330,[0.00132],1
244336,[7e-05],1
244392,[6e-05],1
244394,[5e-05],1
244409,[0.0],1
244436,[4e-05],1
244570,[0.00036],1
244679,[0.00089],1
245506,[1e-05],1
244749,[3e-05],1
244834,[0.0],1
244861,[7e-05],1
244875,[0.0],1
244894,[1e-05],1
245092,[0.00024],1
245117,[1e-05],1
245135,[1e-05],1
245206,[0.0],1
245229,[0.00013],1
247449,[0.0],1
247479,[1e-05],1
251427,[1e-05],1
247562,[3e-05],1
249704,[1e-05],1
249725,[1e-05],1
249856,[7e-05],1
250024,[0.00052],1
250091,[0.0],1
250134,[0.00032],1
250200,[2e-05],1
250325,[0.00176],1
250600,[9e-05],1
250642,[0.0],1
250673,[1e-05],1
250701,[0.0],1
250737,[1e-05],1
250844,[1e-05],1
250912,[1e-05],1
251029,[1e-05],1
251057,[0.00012],1
251105,[3e-05],1
251141,[5e-05],1
251155,[0.0],1
251216,[0.0],1
251226,[3e-05],1
251339,[1e-05],1
249551,[0.00091],1
249516,[0.00043],1
249496,[1e-05],1
248381,[3e-05],1
247619,[1e-05],1
247774,[7e-05],1
247946,[0.00397],1
248010,[0.00024],1
248013,[0.0],1
248048,[1e-05],1
248076,[0.00297],1
248092,[0.0],1
248125,[0.00018],1
248197,[0.0],1
248456,[2e-05],1
249454,[0.00046],1
248559,[1e-05],1
248607,[6e-05],1
248644,[0.0],1
248699,[2e-05],1
249025,[4e-05],1
249050,[0.00735],1
249181,[0.00015],1
249336,[5e-05],1
249359,[3e-05],1
249427,[1e-05],1
259280,[7e-05],1
259414,[0.00016],1
207238,[0.0],1
272758,[7e-05],1
270991,[0.00028],1
271013,[0.00013],1
271126,[0.0],1
271313,[1e-05],1
271330,[1e-05],1
271551,[0.00029],1
271616,[0.00032],1
271624,[0.00012],1
271732,[1e-05],1
271748,[2e-05],1
271767,[1e-05],1
271768,[1e-05],1
271901,[0.00063],1
271943,[0.0],1
272017,[0.0],1
272034,[4e-05],1
272133,[8e-05],1
272264,[7e-05],1
272287,[0.00033],1
272372,[0.00014],1
272533,[8e-05],1
272543,[0.0],1
