name,values
Accuracy,0.9640287769784173
Precision,[0.75       0.99186992]
Recall,[0.92307692 0.96825397]
f1,[0.82758621 0.97991968]
mcc,0.8131737673374138
roc_auc,[0.97680098 0.97680098]
pr_auc,[0.7661779246394631 0.9976679033801152]
