,lncRNA,num_up_regulated,num_down_regulated,Normal_mean,BLCA_mean,BRCA_mean,COAD_mean,ESCA_mean,HNSC_mean,KIRC_mean,KIRP_mean,LIHC_mean,LUAD_mean,LUSC_mean,PRAD_mean,THCA_mean,UCEC_mean,Normal_std,BLCA_std,BRCA_std,COAD_std,ESCA_std,HNSC_std,KIRC_std,KIRP_std,LIHC_std,LUAD_std,LUSC_std,PRAD_std,THCA_std,UCEC_std,fraction_up_regulated,prolifer,invasi,migrat,growth,methylat,metasta,apoptosis,cell cycle arrest,cell cycle,EMT,immun,cell cycle progression,oncogen,tumor suppress,growth arrest,metaboli,autophag,angiogenesis,prognosis
74,ADAMTS9-AS1,0,0,0.7723416019105315,0.744412811231848,0.8592161142101143,0.9175086561894776,0.8772579496500312,0.8424152186028713,0.6136700796519916,0.3946068134094393,0.8249524067252451,0.8175090255096892,0.8350221939803266,0.8643859207343392,0.9283336939258788,0.8988675604058496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,HOTAIR,371,25,0.16193542932425456,0.2363038349469602,0.4496631888880664,0.3265590440034803,0.4767291346824936,0.3774060068802689,0.23806561199460585,0.5832382377415063,0.08799704408851927,0.28250833521302804,0.26703255322567143,0.3385639353481804,0.07477882489085183,0.2385054601868959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368686868686869,132,128,88,54,24,76,78,10,27,23,5,7,9,5,0,2,11,2,41
76,TRIM52-AS1,0,1,0.032997716811509925,0.03198209157827285,0.031028285446440405,0.034319358615288516,0.031465695966952464,0.03325863178654419,0.03159024879341304,0.03255453324288761,0.03371899408746936,0.06711342577230534,0.03177810060149183,0.031605424642173564,0.03308329951159683,0.032339345661445966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,CES1P1,0,1,0.5361293443854779,0.5946418316234041,0.6977257842882885,0.6404641603368347,0.6816216408160141,0.7258141942306828,0.5901935571016302,0.6060235607669915,0.42936137173166217,0.5886334543707116,0.6285079964263645,0.538655504192207,0.5948169836724955,0.4763060671860061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,ITPRIPL1,0,0,0.10585726880645367,0.28156242027908795,0.543979926623271,0.20809490866692784,0.27383260566216905,0.22465204491088372,0.14162629174148336,0.1695093965370068,0.3170303089834189,0.30553109383348365,0.27958798621163844,0.4942145910098664,0.1152679790737466,0.17334701902216804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,LINC00311,1,0,0.90689482426424,0.6763454305053741,0.8849229026220459,0.8524379181804725,0.8411423578350479,0.8626109644322674,0.9268869588350191,0.9218337622673618,0.8866963369614156,0.8197635197819406,0.8501568595296004,0.9104978174704144,0.9271610814669012,0.8537349618599067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,SATB2-AS1,1,2,0.15149051953275536,0.2341087849896341,0.24009403823070818,0.1040300376806043,0.24616309718881127,0.22868374400278313,0.20469621517436395,0.2892303346779823,0.18599184024816978,0.24599626817106107,0.22466621386360072,0.26835897224893845,0.13422841514873768,0.24313825828596639,0.07513486080879984,0.18322822155188306,0.17080654227255854,0.05584265482073826,0.19395957120068172,0.17517082684916838,0.15059474968728995,0.2456010423487296,0.13575395906166873,0.12837133789089172,0.16626982940771146,0.22179289404583497,0.07030772842372492,0.1912268519280878,0.3333333333333333,1,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0
81,HOXA10,0,0,0.5362926285378012,0.7068863238954572,0.9134087541951514,0.3593604004600523,0.6827065413978891,0.8237099988059274,0.5718337108291223,0.625345435750578,0.7471355933138568,,0.8033578007542482,0.4505203585067372,0.5068039713885351,0.5739962837132196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,HCG11,4,6,0.14487829862773258,0.22044765665879268,0.16689365519931196,0.19998873897420408,0.10416586633006394,0.15976615140200384,0.14918466167149888,0.1320609054493714,0.6136045219039771,0.1737791825706461,0.1502409291859253,0.2581525556213575,0.1621512362290603,0.19042262595612772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6,1,2,4,0,2,6,1,1,0,0,0,0,0,0,0,1,0,2
83,SNHG17,8,0,0.03563316912396284,0.029392602191801964,0.027484226276462995,0.032828282743214546,0.026158996807707485,0.030439404468188564,0.027433911878249197,0.03011892019685831,0.0317042005278844,0.0569909499730708,0.02967589661239092,0.029125534410085613,0.03918844089903027,0.02941274608065458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2,3,1,0,3,3,0,2,0,0,1,2,0,0,0,0,0,0
84,TUBB2A,1,0,0.04852963946527083,0.04901246513486559,0.043951303170246564,0.0537930664541455,0.045689023813225586,0.05207981148212427,0.044963846644389766,0.04874703339886037,0.05172773126087001,0.08786637997660704,0.049266442080609193,0.045426650230716965,0.05382411656063662,0.051118138527366734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,PRDM16,0,1,0.4568540971622972,0.27528898289316195,0.468246921068525,0.2525861550472581,0.37067274388873694,0.4109080175903059,0.33116148235693355,0.22935988698719065,0.2861621013150211,0.4325469610860924,0.4148588079039155,0.5696345316564477,0.7341516793046365,0.3016589427297624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,FER1L4,3,20,0.049339455812427255,0.6058882668333729,0.09017905819442827,0.23283411356426875,0.18237157992832026,0.05156358691921895,0.06385736663477108,0.07334649792644499,0.0861996227927739,0.13231142707937046,0.0472388219847722,0.07895130588746149,0.04186562266817349,0.05973065528772638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,14,8,6,1,0,7,5,1,3,1,0,0,0,3,0,0,0,0,1
87,CCND2-AS1,2,0,0.33401532325270367,0.3926350900887181,0.4842867879341259,0.3051205000439603,0.3686218929545303,0.33451876486494586,0.36375252783325035,0.3000703849772385,0.4084256170984759,0.42128200010096395,0.32986769668275,0.5112209915513461,0.2987755908708646,0.4071561458556854,0.3344317075770653,0.2007050824005147,0.1862664386417209,0.3556067621935876,0.27566849634711854,0.3240511838576709,0.2821005558294136,0.3603602667860402,0.1537494016964121,0.22517740226962435,0.3108892428011699,0.20865775328008965,0.3626406259356472,0.24407110893323908,1.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,SOX9-AS1,1,0,0.22228843311705887,0.31986095079846494,0.2931969515947728,0.3848009304773885,0.3376761290497868,0.3331949913809413,0.28292103650088646,0.37664294921092994,0.27588795394168475,0.3305629433872615,0.33457767526236326,0.4562287125338456,0.38599722440959905,0.3981120289644724,0.13334040503716066,0.24104540315926398,0.2046341522115997,0.3166529397336466,0.27321178790824846,0.2392562889953304,0.2134687106467346,0.31410596957665965,0.21555507859047063,0.22076918396666476,0.24999795116651058,0.28710462294274547,0.30297914785922975,0.33464827129282765,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,CASC11,15,0,0.02724086808427951,0.02557435970014001,0.026352287353192432,0.025195200199383143,0.024092643426271824,0.02441891567325861,0.02632796057934793,0.026774029288218117,0.024649025758306436,0.03293567607844579,0.024424089605625667,0.02631873124808744,0.025904842531626424,0.026239820207263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,5,4,2,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0
90,GATA2-AS1,0,1,0.24030485805462515,0.4466392428004757,0.30125731780753856,0.4829257787879612,0.3374719863887765,0.3674543224249408,0.3033921977947862,0.20647666127084172,0.2645232854274742,0.3625608988281525,0.3579582159222379,0.11273216703441875,0.2680446524909291,0.10056457610538316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,NEAT1,152,15,0.8863230349061816,0.8582084720397862,0.904326548826918,0.9277452910288736,0.8880859234250902,0.9101281954376376,0.8415477589896727,0.7540394481699707,0.6559737223280424,0.8027826424472128,0.8669783772648312,0.8334017648472206,0.9280854442358608,0.9288670470437737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9101796407185628,69,68,44,37,2,35,44,6,12,8,7,3,16,6,0,0,0,0,7
92,SMIM10L2A,0,1,0.11117706430722636,0.06597819969743962,0.5746535560716444,0.19753145888982898,0.07174732782097128,0.05581763791835667,0.056850113396953436,0.041082391455855835,0.2728769462182991,0.0,0.04292816439274502,0.1177157881256198,0.2548847332104642,0.4582975953870784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,MYC,0,1,0.02724086808427951,0.02557435970014001,0.026352287353192432,0.025195200199383143,0.024092643426271824,0.02441891567325861,0.02632796057934793,0.026774029288218117,0.024649025758306436,0.03293567607844579,0.024424089605625667,0.02631873124808744,0.025904842531626424,0.026239820207263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,CANT1,0,2,0.8815884966534456,0.8890686946248714,0.8848033233138977,0.7449325105381005,0.8415691711321653,0.890025716765808,0.9049125676243268,0.8928069994951578,0.8925068244855167,0.8418718472200333,0.8906498232512696,0.4489316147974707,0.8962453281991192,0.8915245719525354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,NCOR2,0,1,0.7704283063377269,0.772492970291622,0.824794656721223,0.7946266014272836,0.7592488510373958,0.7553041116645964,0.6416395325457863,0.7413317011677135,0.7339648165815607,0.7307429302020754,0.7595819028550114,0.8228542313576996,0.7534627157174655,0.8287045192741218,0.16460343967020535,0.16676345332715675,0.1256262213767701,0.145204181423335,0.16395512786234348,0.18482185846606566,0.21712716735096793,0.20774420813030636,0.2175838739985163,0.13306787926778904,0.1648908410379649,0.08966110512332275,0.22421083256675195,0.09994572952111284,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,LINC00629,0,3,0.18619756774491972,0.10961902930595216,0.4941251036794283,0.1750713525157357,0.10363958225777974,0.10303533908467634,0.14786573333674813,0.10706367537584628,0.3217948537452583,0.2323698648432289,0.09790555117835993,0.06506332903259435,0.2677956842182189,0.4023466665511367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,DLX6-AS1,35,0,0.07699965926565258,0.06388780519967477,0.20179711574320552,0.152029570055096,0.12891451354036798,0.06205462130768771,0.08985932300342264,0.07744253673439337,0.13085503511272326,0.22410531209176032,0.06610517396208429,0.08821780499338935,0.06967772946901445,0.04198355956475866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,18,17,9,1,10,6,0,4,4,0,1,2,0,0,0,0,0,0
98,EWSAT1,7,0,0.8319016551531774,0.7795453589464365,0.8351611128976897,0.6678040526463059,0.7375153983722438,0.7883647195084259,0.8365671430881594,0.8336999877858814,0.8283212668985871,0.7386319586123421,0.7421827601838862,0.8557661972252563,0.8565522368018501,0.6809390642091917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99,HOXA-AS3,4,0,0.3756046510209422,0.6257619930222152,0.5839951435744968,0.45354179698290353,0.568925014446306,0.5989502156275354,0.528884154099716,0.5300881578284822,0.46935715752399954,,0.6147264539570839,0.628559108195175,0.27872847584973826,0.544655530707285,0.18138851537783257,0.33015543179736123,0.18971500369223987,0.278968150044462,0.2682379480629414,0.22553742277844818,0.30658869733138505,0.3205470202127418,0.19114561205241196,,0.20509486510057764,0.33803243566010915,0.13755155899089117,0.19933642325115208,1.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HOXB-AS3,3,1,0.20681760465418023,0.21015295949554913,0.2991708479819465,0.20888717187474148,0.26571371932688176,0.39385586332216316,0.2149985816554214,0.21355875592041795,0.2727333236213647,0.42284394725080854,0.38628748598424034,0.3875785200983324,0.21916624289475478,0.17113565028640826,0.24849206621245284,0.27979667327628105,0.23157672258621725,0.22465888731912417,0.25681302112832044,0.19262889441623532,0.28566159351313253,0.28540974923749973,0.22938230066214213,0.13027444958913043,0.1624353620744041,0.221889667349289,0.264283738038359,0.18490178333074936,0.75,3,0,0,1,0,0,2,1,2,0,0,1,1,0,0,1,0,0,0
101,A1BG-AS1,0,1,0.40559188149933584,0.500569320918147,0.8257437065622879,0.7386565907087845,0.740589158649809,0.7754722847731199,0.47675051588646533,0.44250081612187137,0.38240998032439205,0.6892760212709423,0.7771221188194442,0.33167372156790903,0.4692734799859827,0.4560966032441661,0.05211182983816154,0.02678655086146986,0.024171606789966105,0.01864857952252541,0.016730888120699394,0.019757289243982734,0.07049993221357695,0.04194163649074395,0.036751301757459776,0.003965948907201533,0.017030827536534454,0.06743678368195138,0.04592926009756523,0.04249264498754943,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,SND1,0,1,0.11457439486500925,0.34584667176378525,0.24483564731977964,0.36351361549984174,0.2674718544647676,0.20025372762240634,0.14532695444240434,0.1629660755066153,0.62725204506105,0.1996369174659157,0.13330427314187204,0.32165690630399296,0.16615512576580346,0.1353696439219111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
103,GMDS-DT,0,1,0.9243157620142508,0.8811955992805586,0.906440769676742,0.9511282679401952,0.910435525181407,0.7709088255539418,0.9499418370818208,0.9473191888351604,0.9000253046889862,0.8899386805155475,0.8732099357340757,0.942724297020242,0.9531690381721069,0.8964616251362252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,PAXIP1-AS1,1,0,0.6451411345680578,0.458426559427509,0.4890879533458339,0.3558506120210124,0.5314254435356116,0.6959507411919602,0.5150790895412942,0.4523986565554596,0.4428394201803002,0.5096837444111891,0.5297009325030647,0.5717560120481195,0.7429292035664546,0.3478640739506829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,ZMAT1,0,2,0.9163320167543244,0.8597870188161952,0.8833149521182303,0.9016585554787602,0.8644560612315352,0.877682893649535,0.9218341385639234,0.9184393606354316,0.8758168949224302,0.8369186638018818,0.8636563719832449,0.9232710734127,0.9102591231696542,0.8681002887432862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,FOXCUT,6,0,0.7913849481351042,0.7667597935262229,0.8200912272586581,0.687846447218031,0.7419165096430204,0.8246680982990037,0.9152840822278852,0.8917711959953534,0.8316854156966701,0.6819590962768288,0.7776865135536742,0.3460140882517311,0.8943356746072831,0.7045291187095042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
107,DRAIC,1,3,0.6700270401118681,0.5044491861895429,0.8707169140941533,0.40879249442786014,0.5127233198094595,0.6239555007906029,0.7769427370590677,0.8754136872799345,0.7540680018686441,0.7240073851067071,0.6263905210033966,0.8247769821015449,0.7296511603966035,0.3134975386131378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
108,SNHG15,24,3,0.1117774423321157,0.03556002486048718,0.03856911807570821,0.0352915884345426,0.03374801699093019,0.0409630249215011,0.07102199011246488,0.2545668283490011,0.2836716999984771,0.08337443883966508,0.048012231287792057,0.043406594882193415,0.31464607625026153,0.0446222104313067,0.09832371812585555,0.02091675691048195,0.02492662820413672,0.02025223086904292,0.018655482435497257,0.02486689496426975,0.058398066134773885,0.2396501655326653,0.2587174591727589,0.06559646944733351,0.031781328935254906,0.028793568415365005,0.2984839379508299,0.02967548342557188,0.8888888888888888,14,12,11,3,0,6,4,1,1,0,1,0,4,2,0,0,1,1,2
109,SMAD5-AS1,3,0,0.5168357070258737,0.5966051469568213,0.670964508365943,0.6702344032850088,0.5798079084724947,0.6224732899612492,0.5656936055078845,0.70508232481852,0.4384956087151267,0.6808270581968361,0.5878778179477191,0.5974949970031589,0.7705817526011951,0.6833164081575855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
110,DHRS4-AS1,0,1,0.06942400514648057,0.06976482509121093,0.11550118184568275,0.04700021062434543,0.046724146077147005,0.0813943893936881,0.04416803030407848,0.049718578526959975,0.05326174383837787,0.09836979959511084,0.06965570184341288,0.2933584862430639,0.0646342021956918,0.058008336752450436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
111,RAP2C-AS1,0,0,0.19031178962348144,0.11988086156694808,0.31758133125128546,0.17202920195768331,0.10093804083159877,0.1161814669052424,0.137555637402088,0.1210005776983844,0.11631760508039593,0.1881345559666756,0.10918756969586914,0.0782375686175079,0.24607523510542545,0.4451885002237213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,GADD45G,0,2,0.05349503526409993,0.044413910082907265,0.0488567853606526,0.04597180957439251,0.051837237091130944,0.08572004123280985,0.04247694857202889,0.04366369510581955,0.048182376491441525,0.08888285379470316,0.05086620339727335,0.04798266890436213,0.04871916474920021,0.04532745132183287,0.0005432417495959962,0.002816122893064297,0.0009290944621022507,0.0018368330405489422,0.0037556292684529195,0.004911035084480354,0.002023650693076577,0.0023040247022618303,0.0015219289876846724,0.0015395200991547148,0.0005383497024202405,0.0003505305172330289,0.0009312674353247861,0.001202321931295068,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,HOTTIP,58,7,0.20430396121226524,0.15572281098435103,0.332621658495658,0.12041677478027772,0.23785266288806528,0.3215007332371294,0.21446950250691624,0.24786758505573414,0.25768763252785043,0.32415497316556846,0.3108680079375363,0.06765136008907562,0.21133479418874254,0.24183795484671333,0.14180759817588426,0.11821254747836786,0.22801231994388432,0.06537871526203601,0.18887133770449166,0.26297625938660263,0.1608051860023192,0.1949758679095838,0.1250165705466387,0.1739510193055809,0.2597872925761331,0.026222348091071133,0.16582661290507011,0.2065908164390499,0.8923076923076924,36,19,20,7,2,13,15,1,6,6,4,2,7,2,0,0,0,0,4
114,FAM87A,0,0,0.8570064077823051,0.7659470897631147,0.7871585782580559,0.8417151541562308,0.7834727978104189,0.7441050812901465,0.8636685591100074,0.8618780653056788,0.7926234819356914,0.8090442926277416,0.6585334253780246,0.8452343944870186,0.8655481825908514,0.7484379252753535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,ZFHX4-AS1,1,0,0.7665153399769057,0.5019664470901138,0.7743518403015578,0.4733849071769695,0.6118042274598552,0.6572304160951427,0.7255236527379711,0.7422797519079298,0.8067649906802847,0.6305778447385216,0.6953700706045534,0.8356891115488028,0.8142705339915901,0.6198193281842829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
116,ID2-AS1,0,1,0.033501756121322834,0.032957554740537985,0.03202489203002705,0.03548531996218116,0.03113331405472417,0.033925549908406065,0.030370846267574293,0.033519025351440614,0.03494723211182274,0.07069969550401367,0.03268317473182443,0.03266908477131155,0.03394084371222267,0.033048157815882065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,SOX2,2,0,0.031184341370183687,0.03070835178321519,0.03523996285196241,0.05030296131487644,0.030586202908412418,0.028688438360008138,0.031639797244943216,0.028658795928749207,0.034957983001775536,0.05268639570451174,0.026919946901772542,0.029297646885509093,0.04011831424696317,0.032408113776786686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
118,SOX2-OT,7,0,0.08124299265071006,0.17252835201328603,0.10768466180377437,0.1901079609835026,0.2707550590892545,0.29980123233548134,0.05950738720956974,0.07277684732807758,0.09299737512713044,0.27577696885720565,0.3008600229112818,0.34573207312028026,0.05626305838722047,0.060949906253124825,0.05005865128052636,0.14182000023007085,0.07244469895181196,0.13980499966862617,0.2401688561808421,0.2711127939754732,0.027867589964626523,0.044118051399328374,0.05803939212535491,0.22309057315269393,0.27394007600950926,0.31643442623477114,0.016144744140257305,0.028541792476338142,1.0,3,2,2,0,0,3,2,0,1,0,0,0,2,0,0,0,0,0,0
119,PAX8-AS1,1,0,0.5062475358613405,0.5907981242455614,0.6792168243040515,0.6733916431314074,0.5911445886228484,0.606982780229244,0.4742007261097274,0.47418968943906575,0.7039114128007804,0.6140566877151195,0.5985000466069808,0.6594754560875628,0.48351456171315127,0.49105311827757514,0.3407359900133899,0.11482698576858538,0.15828719816552872,0.07226875909430364,0.042207496901229546,0.09879959848383774,0.40624482785790905,0.43326542201090107,0.09337068762731698,0.12906390606739931,0.07864942844655076,0.12437014660870016,0.43632030960099943,0.4271668774642381,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
